NBC,,,,,,,,,,,,,,,,,,,,,,,F280,,,,,,,,,,,,,,,,,,,,,
Location,Prov,Elev (m),Latitude,Longitude,Elevation (m),January 2.5% DB (°C),January 1% DB (°C),July 2.5% DB (°C),July 2.5% WB (°C),Future July 2.5% DB (°C),Degree-Days below 18 °C,15 min. Rain (mm),"One day rain, 1/50 (mm)",Annual Rain (mm),Moist Index,Annual total precipitation (mm),"Driving rain wind pressures (Pa), 1/5","S_s Snow Load (kPa), 1/5","S_r Snow Load (kPa), 1/5","Hourly wind pressures (kPa), 1/10","Hourly wind pressures (kPa), 1/50",Climate_Zone,City,Region,DegDay,DHDBT,DCDBT,Strange,OHR,DGTEMP,JanWind,JulWind,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Thamesford,ON,280,43.07,-81,280,-19,-21,30,23,34,3950,28,108,820,0.9,975,160,1.9,0.4,0.37,0.48,CZ5,Thamesford,ON,3950,-19,30,10,15,10,19,11,-5,-5,0,7,13,18,21,20,16,9,4,-2
Thedford,ON,205,43.15,-81.85,205,-16,-18,31,23,35,3710,25,103,810,1,900,180,2.1,0.4,0.37,0.48,CZ5,Thedford,ON,3710,-16,31,11,14,10,19,12,-4,-4,1,7,13,19,21,20,16,10,4,-2
Thunder Bay,ON,210,48.4,-89.32,210,-31,-33,29,21,33,5650,23,108,560,0.8,710,160,2.9,0.4,0.29,0.39,CZ7A,Thunder Bay,ON,5650,-31,29,12,12,6,12,10,-14,-11,-5,3,9,15,18,17,12,5,-3,-10
Tillsonburg,ON,215,42.85,-80.73,215,-17,-19,30,24,34,3840,25,103,880,1,980,160,1.3,0.4,0.34,0.44,CZ5,Tillsonburg,ON,3840,-17,30,13,16,10,14,9,-4,-1,2,8,15,19,21,20,17,10,4,-2
Timmins,ON,300,48.47,-81.33,300,-34,-36,29,21,33,5940,20,108,560,0.8,875,100,3.1,0.3,0.27,0.35,CZ7A,Timmins,ON,5940,-34,29,12,12,5,12,11,-17,-14,-8,2,10,15,17,16,11,4,-4,-12
Timmins (Porcupine),ON,295,48.5,-81.17,295,-34,-36,29,21,33,6000,20,103,560,0.8,875,100,2.9,0.3,0.29,0.37,CZ7B,Timmins (Porcupine),ON,6000,-34,29,12,12,6,12,11,-17,-14,-8,2,10,15,17,16,11,4,-4,-12
Etobicoke,ON,160,43.7,-79.57,160,-20,-22,31,24,35,3800,26,108,720,0.8,800,160,1.1,0.4,0.34,0.44,CZ5,Etobicoke,ON,3800,-20,31,10,16,10,18,12,-5,-4,0,7,13,19,22,20,16,10,4,-2
North York,ON,175,43.77,-79.42,175,-20,-22,31,24,35,3760,25,108,730,0.8,850,150,1.2,0.4,0.34,0.44,CZ5,North York,ON,3760,-20,31,12,16,10,18,13,-7,-6,-1,6,13,18,21,20,15,9,3,-3
Scarborough,ON,180,43.78,-79.25,180,-20,-22,31,24,35,3800,25,92,730,0.9,825,160,1.2,0.4,0.37,0.47,CZ5,Scarborough,ON,3800,-20,31,10,16,10,17,13,-6,-5,0,7,13,18,21,20,16,9,3,-3
Toronto (city hall),ON,90,43.65,-79.38,90,-18,-20,31,23,35,3520,25,97,720,0.9,820,160,0.9,0.4,0.34,0.44,CZ5,Toronto (city hall),ON,3520,-18,31,7,14,10,23,12,-4,-2,1,6,12,18,21,21,18,10,5,0
Trenton,ON,80,44.1,-77.58,80,-22,-24,29,23,33,4110,23,97,760,0.9,850,160,1.6,0.4,0.37,0.47,CZ6,Trenton,ON,4110,-22,29,10,15,10,17,12,-7,-6,-1,6,13,18,21,20,15,9,3,-3
Trout Creek,ON,330,45.98,-79.37,330,-27,-29,29,22,33,5100,25,103,780,0.9,975,120,2.7,0.4,0.27,0.35,CZ7A,Trout Creek,ON,5100,-27,29,9,14,8,11,10,-12,-10,-5,4,11,16,19,18,13,6,-1,-8
Uxbridge,ON,275,44.1,-79.12,275,-22,-24,30,23,34,4240,25,103,700,0.8,850,140,2.4,0.4,0.33,0.42,CZ6,Uxbridge,ON,4240,-22,30,12,15,9,15,11,-9,-9,-3,4,12,17,19,18,14,8,2,-5
Vaughan (Woodbridge),ON,165,43.78,-79.6,165,-20,-22,31,24,35,4100,26,113,700,0.8,800,140,1.1,0.4,0.34,0.44,CZ6,Vaughan (Woodbridge),ON,4100,-20,31,12,16,10,18,13,-7,-6,-1,6,13,18,21,20,15,9,3,-3
Vittoria,ON,215,42.77,-80.32,215,-15,-17,30,24,34,3680,25,113,880,1,950,160,1.3,0.4,0.37,0.47,CZ5,Vittoria,ON,3680,-15,30,10,16,10,17,11,-6,-5,0,6,13,18,21,20,16,10,4,-2
Walkerton,ON,275,44.12,-81.15,275,-18,-20,30,22,34,4300,28,103,790,0.9,1025,160,2.7,0.4,0.36,0.46,CZ6,Walkerton,ON,4300,-18,30,13,13,9,17,10,-7,-7,-2,5,12,17,19,19,14,8,2,-4
Wallaceburg,ON,180,42.6,-82.38,180,-16,-18,31,24,34,3600,28,97,760,0.9,825,180,0.9,0.4,0.35,0.45,CZ5,Wallaceburg,ON,3600,-16,31,11,16,11,17,13,-5,-4,1,8,14,20,22,21,17,11,4,-2
Waterloo,ON,330,43.47,-80.52,330,-19,-21,29,23,33,4200,28,119,780,0.9,925,160,2,0.4,0.29,0.37,CZ6,Waterloo,ON,4200,-19,29,12,15,9,15,10,-7,-6,-1,6,13,17,20,19,14,8,2,-4
Watford,ON,240,42.95,-81.88,240,-17,-19,31,24,35,3740,25,108,790,0.9,950,160,1.9,0.4,0.37,0.47,CZ5,Watford,ON,3740,-17,31,11,16,10,19,12,-6,-5,1,7,14,19,21,20,16,10,4,-3
Wawa,ON,290,47.98,-84.78,290,-34,-36,26,21,30,5840,20,93,725,0.9,950,160,3.4,0.4,0.3,0.39,CZ7A,Wawa,ON,5840,-34,26,11,14,6,10,7,-13,-11,-6,2,8,13,15,16,12,5,-2,-8
Welland,ON,180,42.98,-79.25,180,-15,-17,30,23,34,3670,23,103,840,1,975,160,2,0.4,0.34,0.43,CZ5,Welland,ON,3670,-15,30,11,15,10,13,8,-5,-4,1,7,13,19,21,21,16,10,4,-1
West Lorne,ON,215,42.6,-81.6,215,-16,-18,31,24,35,3700,28,103,840,1,900,180,1.3,0.4,0.37,0.47,CZ5,West Lorne,ON,3700,-16,31,12,16,11,17,11,-6,-4,1,7,13,19,21,20,16,11,4,-2
Whitby,ON,85,43.87,-78.93,85,-20,-22,30,23,34,3820,23,86,760,0.9,850,160,1.2,0.4,0.37,0.48,CZ5,Whitby,ON,3820,-20,30,9,15,10,17,10,-5,-4,0,6,12,17,20,20,15,9,4,-2
Whitby (Brooklin),ON,160,43.95,-78.95,160,-20,-22,30,23,34,4010,23,86,770,0.9,850,140,1.9,0.4,0.35,0.45,CZ6,Whitby (Brooklin),ON,4010,-20,30,11,15,9,15,9,-6,-5,1,7,14,18,21,20,16,9,4,-3
White River,ON,375,48.6,-85.28,375,-39,-42,28,21,32,6150,20,92,575,0.8,825,100,3.6,0.4,0.22,0.3,CZ7B,White River,ON,6150,-39,28,14,13,6,8,9,-19,-17,-10,-1,8,14,15,15,9,4,-4,-14
Wiarton,ON,185,44.75,-81.15,185,-19,-21,29,22,33,4300,25,103,740,0.9,1000,180,2.7,0.4,0.34,0.44,CZ6,Wiarton,ON,4300,-19,29,10,14,9,17,10,-6,-6,-2,5,11,16,19,18,15,9,3,-3
Windsor,ON,185,42.3,-83.02,185,-16,-18,32,24,35,3400,28,103,800,0.9,900,180,0.8,0.4,0.37,0.47,CZ5,Windsor,ON,3400,-16,32,9,16,11,19,13,-4,-2,2,9,15,20,23,22,18,11,5,-1
Wingham,ON,310,43.88,-81.32,310,-18,-20,30,23,34,4220,28,108,780,0.9,1050,160,2.6,0.4,0.36,0.46,CZ6,Wingham,ON,4220,-18,30,12,15,9,17,11,-7,-7,-2,6,12,17,19,19,15,8,3,-3
Woodstock,ON,300,43.13,-80.75,300,-19,-21,30,23,34,3910,28,113,830,0.9,930,160,1.9,0.4,0.34,0.44,CZ5,Woodstock,NB,4910,-26,30,13,13,8,13,10,-12,-10,-3,4,11,16,19,18,13,7,0,-8
Wyoming,ON,215,42.95,-82.12,215,-16,-18,31,24,34,3700,25,103,815,0.9,900,180,1.6,0.4,0.37,0.47,CZ5,Wyoming,ON,3700,-16,31,11,16,10,19,12,-5,-4,1,7,14,19,21,21,17,10,4,-2
Acton-Vale,QC,95,45.65,-72.57,95,-24,-27,30,23,34,4620,21,107,860,1,1050,180,2.3,0.4,0.27,0.35,CZ6,Acton-Vale,QC,4620,-24,30,12,15,8,12,8,-11,-9,-3,5,13,18,20,19,14,7,1,-7
Alma,QC,110,48.55,-71.65,110,-31,-33,28,22,32,5800,20,91,700,0.9,950,160,3.3,0.4,0.27,0.35,CZ7A,Alma,NB,4500,-21,26,10,12,7,18,16,-7,-7,-2,4,9,14,17,17,13,8,3,-4
Amos,QC,295,48.57,-78.12,295,-34,-36,28,21,32,6160,20,91,670,0.9,920,100,3.2,0.3,0.25,0.32,CZ7B,Amos,QC,6160,-34,28,12,13,6,13,11,-17,-15,-8,1,9,15,17,16,10,4,-4,-13
Asbestos,QC,245,45.77,-71.93,245,-26,-28,29,22,33,4800,23,96,870,1,1050,160,2.8,0.6,0.27,0.35,CZ6,Asbestos,QC,4800,-26,29,10,14,8,11,8,-11,-9,-3,5,12,17,20,18,13,7,1,-8
Aylmer,QC,90,45.4,-75.83,90,-25,-28,30,23,34,4520,23,91,730,0.8,900,160,2.5,0.4,0.32,0.41,CZ6,Aylmer,QC,4520,-25,30,11,15,9,12,9,-10,-9,-2,6,14,18,21,20,15,8,2,-7
Baie-Comeau,QC,60,49.22,-68.15,60,-27,-29,25,19,29,6020,16,91,680,1,1000,220,4.3,0.4,0.39,0.5,CZ7B,Baie-Comeau,QC,6020,-27,25,9,11,6,17,14,-13,-11,-5,2,8,14,17,16,12,5,-1,-8
Baie-Saint-Paul,QC,20,47.44,-70.51,20,-27,-29,28,21,32,5280,18,102,730,0.9,1000,180,3.4,0.6,0.37,0.48,CZ7A,Baie-Saint-Paul,QC,5280,-27,28,11,13,7,19,12,-13,-10,-4,3,10,16,18,17,12,6,-1,-9
Beauport,QC,45,46.87,-71.18,45,-26,-29,28,22,32,5100,20,107,980,1.1,1200,200,3.4,0.6,0.33,0.42,CZ7A,Beauport,QC,5100,-26,28,11,14,7,16,13,-12,-10,-4,4,11,17,20,18,13,6,0,-9
Bedford,QC,55,45.12,-72.98,55,-24,-26,29,23,33,4420,23,91,880,1,1260,160,2.1,0.4,0.29,0.37,CZ6,Bedford,QC,4420,-24,29,1,15,9,10,7,-9,-8,-1,6,13,18,21,20,15,8,2,-5
Beloeil,QC,25,45.57,-73.2,25,-24,-26,30,23,34,4500,23,91,840,1,1025,180,2.4,0.4,0.29,0.37,CZ6,Beloeil,QC,4500,-24,30,11,15,9,16,11,-11,-9,-3,6,13,18,20,19,14,8,1,-6
Brome,QC,210,45.2,-72.57,210,-25,-27,29,23,33,4730,23,96,990,1.1,1240,160,2.5,0.4,0.29,0.37,CZ6,Brome,QC,4730,-25,29,12,15,8,10,7,-10,-9,-3,5,12,17,19,18,13,7,1,-7
Brossard,QC,15,45.45,-73.47,15,-24,-26,30,23,34,4420,23,91,800,0.9,1025,180,2.4,0.4,0.34,0.44,CZ6,Brossard,QC,4420,-24,30,11,15,9,18,13,-10,-8,-2,6,13,18,21,20,15,8,2,-6
Buckingham,QC,130,45.58,-75.42,130,-26,-28,30,23,33,4880,23,91,810,0.9,990,160,2.6,0.4,0.31,0.4,CZ6,Buckingham,QC,4880,-26,30,12,15,9,11,9,-13,-10,-4,4,12,17,20,19,13,7,1,-8
Campbell's Bay,QC,115,45.73,-76.6,115,-28,-30,30,23,34,4900,23,96,700,0.8,850,140,2.6,0.4,0.25,0.32,CZ6,Campbell's Bay,QC,4900,-28,30,13,15,9,11,9,-13,-10,-3,5,12,16,19,18,13,7,0,-7
Chambly,QC,20,45.45,-73.28,20,-24,-26,30,23,34,4450,23,91,850,1,1000,160,2.3,0.4,0.31,0.4,CZ6,Chambly,QC,4450,-24,30,11,15,9,16,11,-10,-8,-2,6,13,18,21,20,15,8,2,-6
Coaticook,QC,295,45.13,-71.8,295,-25,-27,28,22,32,4750,23,96,860,1,1060,160,2.3,0.6,0.27,0.35,CZ6,Coaticook,QC,4750,-25,28,11,14,8,10,8,-10,-8,-3,5,12,17,19,18,13,7,1,-7
Contrecoeur,QC,10,45.85,-73.23,10,-25,-27,30,23,34,4500,20,102,810,0.9,1000,180,2.8,0.4,0.34,0.43,CZ6,Contrecoeur,QC,4500,-25,30,11,15,9,17,11,-10,-9,-3,6,13,18,21,20,15,8,1,-6
Cowansville,QC,120,45.2,-72.75,120,-25,-27,29,23,33,4540,23,91,940,1,1150,160,2.3,0.4,0.29,0.37,CZ6,Cowansville,QC,4540,-25,29,12,15,9,10,7,-10,-9,-3,5,12,17,19,18,13,7,1,-6
Deux-Montagnes,QC,25,45.53,-73.88,25,-25,-27,29,23,33,4440,23,96,820,0.9,1025,160,2.4,0.4,0.29,0.37,CZ6,Deux-Montagnes,QC,4440,-25,29,9,15,9,17,12,-10,-9,-3,6,13,18,21,20,15,8,2,-7
Dolbeau,QC,120,48.88,-72.23,120,-32,-34,28,22,32,6250,22,91,670,0.9,900,140,3.5,0.3,0.27,0.35,CZ7B,Dolbeau,QC,6250,-32,28,12,14,6,15,12,-18,-17,-7,2,10,15,18,16,11,4,-3,-14
Drummondville,QC,85,45.88,-72.48,85,-26,-28,30,23,34,4700,22,107,870,1,1075,180,2.5,0.4,0.27,0.35,CZ6,Drummondville,QC,4700,-26,30,10,15,9,13,10,-11,-9,-3,5,13,18,21,19,14,8,1,-7
Farnham,QC,60,45.28,-72.98,60,-24,-26,29,23,33,4500,23,96,910,1,1050,180,2.5,0.4,0.29,0.37,CZ6,Farnham,QC,4500,-24,29,11,15,9,10,7,-10,-9,-2,6,13,18,20,19,14,8,2,-6
Fort-Coulonge,QC,110,45.85,-76.73,110,-28,-30,30,23,34,4950,23,96,720,0.9,900,100,2.5,0.4,0.25,0.32,CZ6,Fort-Coulonge,QC,4950,-28,30,13,15,9,11,9,-13,-10,-3,5,12,16,19,18,13,7,0,-7
Gagnon,QC,545,51.93,-68.17,545,-34,-36,24,19,28,7600,17,80,580,0.9,925,140,4.6,0.4,0.3,0.39,CZ8,Gagnon,QC,7600,-34,24,10,12,4,11,14,-21,-18,-12,-4,4,11,14,12,7,0,-7,-18
Gaspé,QC,55,48.83,-64.48,55,-25,-26,26,20,30,5500,19,118,760,1,1100,300,4.3,0.6,0.37,0.48,CZ7A,Gaspé,QC,5500,-25,26,12,12,7,13,9,-12,-11,-5,2,8,13,17,16,12,6,0,-7
Gatineau,QC,95,45.5,-75.65,95,-25,-28,30,23,34,4600,23,91,790,0.9,950,160,2.5,0.4,0.32,0.41,CZ6,Gatineau,QC,4600,-25,30,11,15,9,14,12,-11,-10,-3,5,13,18,21,19,14,8,1,-7
Gracefield,QC,175,46.1,-76.05,175,-28,-31,30,23,34,5080,23,96,700,0.9,950,140,2.6,0.4,0.25,0.32,CZ7A,Gracefield,QC,5080,-28,30,12,15,8,8,7,-13,-11,-4,5,12,17,19,18,13,7,0,-9
Granby,QC,120,45.4,-72.73,120,-25,-27,29,23,33,4500,23,102,940,1,1175,160,2.3,0.4,0.27,0.35,CZ6,Granby,QC,4500,-25,29,10,15,8,10,7,-10,-8,-2,5,13,18,20,19,14,8,1,-6
Harrington-Harbour,QC,30,50.5,-59.48,30,-27,-29,19,16,23,6150,15,96,900,1.2,1150,300,4.9,0.6,0.56,0.72,CZ7B,Harrington-Harbour,QC,6150,-27,19,7,10,7,18,12,-13,-12,-7,-1,4,10,13,14,10,5,-1,-7
Havre-St-Pierre,QC,5,50.23,-63.6,5,-27,-29,22,18,26,6100,15,96,780,1.1,1125,300,4.1,0.6,0.49,0.63,CZ7B,Havre-St-Pierre,QC,6100,-27,22,9,11,6,17,13,-14,-13,-7,0,6,12,15,14,11,5,-2,-9
Hemmingford,QC,75,45.05,-73.58,75,-24,-26,30,23,34,4380,23,91,770,0.9,1025,160,2.4,0.4,0.31,0.4,CZ6,Hemmingford,QC,4380,-24,30,12,15,9,10,7,-10,-8,-2,6,13,18,21,19,14,8,2,-6
Hull,QC,65,45.43,-75.73,65,-25,-28,30,23,34,4550,23,91,730,0.8,900,160,2.4,0.4,0.32,0.41,CZ6,Hull,QC,4550,-25,30,11,15,9,12,9,-10,-9,-2,6,14,18,21,20,15,8,2,-7
Iberville,QC,35,45.35,-73.23,35,-24,-26,29,23,33,4450,23,91,880,1,1010,160,2.2,0.4,0.32,0.41,CZ6,Iberville,QC,4450,-24,29,11,15,9,14,10,-10,-8,-2,6,13,18,21,20,15,8,2,-6
Inukjuak,QC,5,58.48,-78.1,5,-36,-38,21,15,26,9150,9,54,270,0.9,420,240,4.1,0.2,0.37,0.48,CZ8,Inukjuak,QC,9150,-36,21,6,8,-1,20,19,-25,-26,-20,-10,-2,5,10,10,6,1,-7,-16
Joliette,QC,45,46.02,-73.45,45,-26,-28,29,23,33,4720,21,102,790,0.9,1000,160,3.1,0.4,0.28,0.36,CZ6,Joliette,QC,4720,-26,29,12,15,8,14,12,-12,-9,-3,5,13,18,21,19,14,7,1,-8
Kuujjuaq,QC,25,58.1,-68.4,25,-37,-39,24,17,29,8550,9,54,280,0.8,525,260,4.8,0.2,0.47,0.6,CZ8,Kuujjuaq,QC,8550,-37,24,9,9,0,16,14,-25,-24,-18,-8,1,8,12,11,6,0,-8,-18
Kuujjuarapik,QC,20,55.28,-77.75,20,-36,-38,25,17,29,7990,12,80,410,0.9,610,180,4.2,0.3,0.37,0.48,CZ8,Kuujjuarapik,QC,7990,-36,25,8,9,1,17,14,-23,-23,-17,-7,2,7,11,12,8,3,-5,-15
Lachute,QC,65,45.65,-74.33,65,-26,-28,29,23,33,4640,23,96,910,1,1075,160,2.4,0.4,0.31,0.4,CZ6,Lachute,QC,4640,-26,29,11,15,9,13,8,-11,-9,-3,5,13,18,20,19,14,7,0,-8
Lac-Mégantic,QC,420,45.58,-70.88,420,-27,-29,27,22,31,5180,23,91,790,0.9,1025,160,3.2,0.6,0.27,0.35,CZ7A,Lac-Mégantic,QC,5180,-27,27,11,15,7,12,10,-11,-10,-4,3,10,15,18,17,12,6,-1,-8
La-Malbaie,QC,25,47.65,-70.15,25,-26,-28,28,21,32,5400,18,102,640,0.8,900,180,3.1,0.6,0.37,0.48,CZ7A,La-Malbaie,QC,5400,-26,28,12,13,7,19,12,-13,-11,-5,3,10,15,18,17,11,6,-1,-9
La Pocatière,QC,55,47.37,-70.04,55,-24,-26,28,22,32,5160,18,102,675,0.9,965,180,3.2,0.6,0.39,0.5,CZ7A,La Pocatière,QC,5160,-24,28,10,14,8,19,12,-11,-9,-4,3,10,16,19,18,14,7,1,-6
La-Tuque,QC,165,47.43,-72.78,165,-30,-32,29,22,33,5500,23,96,720,0.9,930,160,3.4,0.4,0.27,0.35,CZ7A,La-Tuque,QC,5500,-30,29,13,14,7,8,8,-14,-12,-5,3,11,17,19,17,13,6,-1,-9
Lennoxville,QC,155,45.37,-71.85,155,-28,-30,29,22,33,4700,23,96,850,1,1100,160,2.1,0.6,0.25,0.32,CZ6,Lennoxville,QC,4700,-28,29,11,14,8,10,8,-10,-7,-2,5,12,17,19,19,15,7,2,-5
Léry,QC,30,45.35,-73.8,30,-24,-26,29,23,33,4420,23,91,800,0.9,950,180,2.3,0.4,0.33,0.42,CZ6,Léry,QC,4420,-24,29,11,15,9,15,11,-11,-8,-2,6,13,18,21,20,14,8,2,-6
Loretteville,QC,100,46.85,-71.35,100,-26,-29,28,22,32,5200,20,102,980,1.1,1225,200,3.7,0.6,0.32,0.41,CZ7A,Loretteville,QC,5200,-26,28,11,14,7,17,11,-14,-10,-3,3,12,17,20,19,13,7,-1,-9
Louiseville,QC,15,46.25,-72.95,15,-25,-28,29,23,33,4900,20,102,800,0.9,1025,160,2.9,0.4,0.34,0.43,CZ6,Louiseville,QC,4900,-25,29,12,15,9,18,17,-13,-11,-4,4,12,17,20,19,13,7,0,-8
Magog,QC,215,45.27,-72.13,215,-26,-28,29,23,33,4730,23,96,860,1,1125,160,2.3,0.4,0.27,0.35,CZ6,Magog,QC,4730,-26,29,10,15,8,9,8,-10,-9,-3,5,12,17,19,18,13,7,1,-7
Malartic,QC,325,48.13,-78.13,325,-33,-36,29,21,33,6200,20,86,640,0.8,900,100,3.3,0.3,0.25,0.32,CZ7B,Malartic,QC,6200,-33,29,12,12,6,13,11,-17,-15,-8,1,9,15,17,16,10,4,-4,-13
Maniwaki,QC,180,46.38,-75.97,180,-30,-32,29,22,33,5280,23,96,700,0.9,900,100,2.4,0.4,0.24,0.31,CZ7A,Maniwaki,QC,5280,-30,29,12,14,8,8,7,-12,-10,-3,4,12,17,19,18,14,7,0,-7
Masson,QC,50,45.53,-75.42,50,-26,-28,30,23,33,4610,23,91,790,0.9,975,160,2.4,0.4,0.31,0.4,CZ6,Masson,QC,4610,-26,30,12,15,9,11,9,-12,-11,-4,5,13,18,20,19,14,8,1,-8
Matane,QC,5,48.85,-67.53,5,-24,-26,24,20,28,5510,18,91,640,0.9,1050,220,3.7,0.4,0.43,0.55,CZ7A,Matane,QC,5510,-24,24,9,13,7,22,15,-12,-11,-6,1,8,14,17,16,11,6,-1,-7
Mont-Joli,QC,90,48.58,-68.18,90,-24,-26,26,21,30,5370,18,91,610,0.8,920,220,4.1,0.4,0.41,0.52,CZ7A,Mont-Joli,QC,5370,-24,26,9,14,7,22,15,-12,-11,-5,2,9,15,18,17,12,6,0,-7
Mont-Laurier,QC,225,46.55,-75.5,225,-29,-32,29,22,33,5320,24,102,790,0.9,1000,160,2.6,0.4,0.23,0.3,CZ7A,Mont-Laurier,QC,5320,-29,29,13,14,7,8,7,-14,-12,-5,3,11,16,18,17,12,6,-1,-10
Montmagny,QC,10,46.98,-70.55,10,-25,-28,28,22,32,5090,20,102,880,1,1090,180,2.9,0.6,0.37,0.47,CZ7A,Montmagny,QC,5090,-25,28,11,14,7,23,15,-12,-10,-4,3,11,16,19,18,13,6,0,-8
Beaconsfield,QC,25,45.43,-73.87,25,-24,-26,30,23,34,4440,23,91,780,0.9,950,180,2.3,0.4,0.33,0.42,CZ6,Beaconsfield,QC,4440,-24,30,10,15,9,16,12,-10,-8,-2,6,13,19,21,20,16,9,2,-5
Dorval,QC,25,45.45,-73.75,25,-24,-26,30,23,34,4400,23,91,760,0.9,940,180,2.4,0.4,0.34,0.44,CZ6,Dorval,QC,4400,-24,30,10,15,9,17,12,-10,-8,-2,6,14,19,21,20,16,9,2,-5
Laval,QC,35,45.58,-73.75,35,-24,-26,29,23,33,4500,23,96,830,0.9,1025,160,2.6,0.4,0.33,0.42,CZ6,Laval,QC,4500,-24,29,11,15,9,13,11,-12,-8,-3,6,14,18,22,19,14,8,2,-7
Montréal (city hall),QC,20,45.51,-73.55,20,-23,-26,30,23,34,4200,23,96,830,0.93,1025,180,2.6,0.4,0.34,0.44,CZ6,Montréal (city hall),QC,4200,-23,30,8,15,9,12,11,-8,-6,-1,7,14,19,22,21,17,10,3,-4
Montréal-Est,QC,25,45.63,-73.52,25,-23,-26,30,23,34,4470,23,96,830,0.93,1025,180,2.7,0.4,0.34,0.44,CZ6,Montréal-Est,QC,4470,-23,30,9,15,9,13,11,-9,-7,-2,6,14,19,21,21,16,9,2,-4
Montréal-Nord,QC,20,45.6,-73.63,20,-24,-26,30,23,34,4470,23,96,830,0.93,1025,160,2.6,0.4,0.33,0.42,CZ6,Montréal-Nord,QC,4470,-24,30,9,15,9,13,11,-11,-9,-3,5,13,17,20,19,14,7,1,-7
Outremont,QC,105,45.52,-73.62,105,-23,-26,30,23,34,4300,23,96,820,0.91,1025,180,2.8,0.4,0.34,0.44,CZ6,Outremont,QC,4300,-23,30,9,15,9,13,11,-10,-7,-2,6,14,19,22,20,15,8,2,-6
Pierrefonds,QC,25,45.48,-73.87,25,-24,-26,30,23,34,4430,23,96,800,0.9,960,180,2.4,0.4,0.33,0.42,CZ6,Pierrefonds,QC,4430,-24,30,9,15,9,17,12,-10,-9,-3,6,13,18,21,20,15,8,2,-7
Ste-Anne-de-Bellevue,QC,35,45.42,-73.93,35,-24,-26,29,23,33,4460,23,96,780,0.9,960,180,2.3,0.4,0.33,0.42,CZ6,Ste-Anne-de-Bellevue,QC,4460,-24,29,10,15,9,15,11,-10,-8,-2,6,13,19,21,20,16,9,2,-5
St-Lambert,QC,15,45.5,-73.5,15,-23,-26,30,23,34,4400,23,96,810,0.91,1050,160,2.5,0.4,0.34,0.44,CZ6,St-Lambert,QC,4400,-23,30,11,15,9,18,13,-10,-8,-2,6,13,18,21,20,15,8,2,-6
St-Laurent,QC,45,45.5,-73.67,45,-23,-26,30,23,34,4270,23,96,790,0.89,950,160,2.5,0.4,0.34,0.44,CZ6,St-Laurent,QC,4270,-23,30,10,15,9,17,12,-10,-8,-2,6,14,19,21,20,16,9,2,-5
Verdun,QC,20,45.45,-73.57,20,-23,-26,30,23,34,4200,23,91,780,0.9,1025,180,2.5,0.4,0.34,0.44,CZ6,Verdun,QC,4200,-23,30,10,15,9,17,12,-10,-8,-2,6,14,19,21,20,16,9,2,-5
Nicolet (Gentilly),QC,15,46.4,-72.28,15,-25,-28,29,23,33,4900,20,107,860,1,1025,160,2.8,0.4,0.33,0.42,CZ6,Nicolet (Gentilly),QC,4900,-25,29,10,15,9,14,13,-11,-9,-3,5,13,18,20,19,15,8,2,-6
Nitchequon,QC,545,53.21,-70.91,545,-39,-41,23,19,27,8100,15,70,500,0.9,825,140,3.5,0.3,0.29,0.37,CZ8,Nitchequon,QC,8100,-39,23,9,12,2,16,15,-24,-22,-15,-6,2,10,14,12,6,0,-8,-20
Noranda,QC,305,48.25,-79.02,305,-33,-36,29,21,33,6050,20,91,650,0.8,875,100,3.2,0.3,0.27,0.35,CZ7B,Noranda,QC,6050,-33,29,10,12,6,12,12,-16,-13,-6,2,10,16,18,17,13,5,-3,-10
Percé,QC,5,48.53,-64.22,5,-21,-24,25,19,29,5400,16,107,1000,1.2,1300,300,3.8,0.6,0.49,0.63,CZ7A,Percé,QC,5400,-21,25,6,11,7,18,13,-9,-9,-4,1,6,12,16,16,12,6,1,-5
Pincourt,QC,25,45.38,-73.98,25,-24,-26,29,23,33,4480,23,96,780,0.9,950,180,2.3,0.4,0.33,0.42,CZ6,Pincourt,QC,4480,-24,29,10,15,9,15,11,-10,-8,-2,6,13,19,21,20,16,9,2,-5
Plessisville,QC,145,46.22,-71.78,145,-26,-28,29,23,33,5100,21,107,890,1,1150,180,2.8,0.6,0.27,0.35,CZ7A,Plessisville,QC,5100,-26,29,12,15,8,13,11,-12,-11,-4,4,11,17,19,18,13,6,0,-8
Port-Cartier,QC,20,50.02,-66.87,20,-28,-30,25,19,29,6060,15,106,730,1,1125,300,4.1,0.4,0.42,0.54,CZ7B,Port-Cartier,QC,6060,-28,25,9,11,6,16,12,-15,-14,-7,0,6,12,15,15,10,4,-3,-10
Puvirnituq,QC,5,60.03,-77.28,5,-36,-38,23,16,29,9200,7,54,210,0.9,375,240,4.5,0.2,0.47,0.6,CZ8,Puvirnituq,QC,9200,-36,23,6,9,-1,18,22,-25,-26,-20,-10,-2,5,10,10,6,1,-7,-16
Ancienne-Lorette,QC,35,46.78,-71.38,35,-25,-28,28,23,32,5130,20,102,940,1.1,1200,200,3.4,0.6,0.32,0.41,CZ7A,Ancienne-Lorette,QC,5130,-25,28,10,16,7,17,11,-12,-10,-4,4,12,17,20,18,14,7,0,-8
